sample_id,CXCL10,IL6,TNF,IL1B,IL8,CRP,SAA1,IFIT1,IFIT3,OAS1
patient_0021,0.053950803357323295,0.036113109863797496,0.07886182267026169,0.12430119063061212,0.15802137528969684,0.1083437704941089,0.26820934084777004,0.06894311102686965,0.07288091401046208,0.31706164134144205
patient_0022,0.1699960701963767,0.07063975259102771,0.09907578697500054,0.07067911345729205,0.06448250603684569,0.12644744670883312,0.09631795924848169,0.013827712539049287,0.1275910549290751,0.3324634526554794
patient_0023,0.16263867907652801,0.04133226676057622,0.0465994494157726,0.06918054390533801,0.10471054536643234,0.48309573905091496,0.034589034543201704,0.01960016328445306,0.12778913260438388,0.13011024805315596
patient_0024,0.1750130667517934,0.04277900501611674,0.3374962017662997,0.05308138319151479,0.36262148304716785,0.18047372945057982,0.037819152295965205,0.08537581903351646,0.1984154120256228,0.13062214854660564
patient_0025,0.07557690106577769,0.4311450831692268,0.13897370243761958,0.03900055985646131,0.02723378424710421,0.06566405171153526,0.12195420677988617,0.060951192091753335,0.10162645840007153,0.07742147893698718
patient_0026,0.037061005454071136,0.1685553874707983,0.1570261329078961,0.019124859324749777,0.04767519473396404,0.22906869526233242,0.04503837253228619,0.4326662421301626,0.023626647399949737,0.15951099819172082
patient_0027,0.17145880209654854,0.029991947222600148,0.12967099477290536,0.27454345560201704,0.08855739007014968,0.20814576766841272,0.046258031577012006,0.025352485172833,0.06444012761334321,0.03193204193482836
patient_0028,0.17201391044567482,0.047752907628725166,0.005836339473217659,0.025122635966122665,0.049877138889933066,0.11598131813514045,0.22049985364949098,0.03563152812901078,0.05301675581095104,0.5179620804714625
patient_0029,0.09778007870665376,0.14478642418579174,0.08975008950327293,0.21876832938863935,0.21931250448640638,0.10033550815098558,0.01378507570485804,0.18497355887726807,0.1562782114371007,0.1065240706947081
patient_0030,0.06929413532982975,0.07671897757577441,0.036057786176953974,0.23285096801502256,0.049906686858937295,0.5258479611031086,0.02460828966393238,0.050002119547080406,0.08613024840686616,0.0471208686471634
patient_0031,0.14714680193062718,0.12775189356678687,0.18626391249319,0.02410289273757256,0.03489980516860522,0.0996563102433861,0.14013968581310557,0.05746861546963839,0.04747392897780957,0.06279868364557217
patient_0032,0.032441603278848964,0.031114292886586636,0.01526804422860802,0.038055598607042065,0.2069983466811753,0.05684406126619575,0.2687122228606829,0.07541933542287135,0.07758890817389855,0.08763594785747361
patient_0033,0.04786968675119375,0.08547759485685888,0.029053125485113986,0.023653209536458733,0.017698076814800325,0.43971747209138135,0.07994423479381554,0.17216844993278316,0.06084684538024114,0.009393507103550195
patient_0034,0.11238675674571695,0.19992114000879888,0.1148032104916885,0.03693679551406577,0.07530682948816081,0.10173911066858048,0.05110497561678649,0.07669364590079225,0.05865654552175363,0.08352815930072856
patient_0035,0.19052610326205355,0.014512516432946241,0.08716078568203227,0.036489129002471865,0.07492319772946382,0.2394050386982112,0.320755941725973,0.0602306084121924,0.37457406613986755,0.10887399271893458
patient_0036,0.050804486848831217,0.26743882099843896,0.19925030982837594,0.23504745072912342,0.11106636858173766,0.08073481305744404,0.08996523621370286,0.12547410418619814,0.5065448350458914,0.02361597714827994
patient_0037,0.10795882722922413,0.12639402705043384,0.04503586320846703,0.0821991502356608,0.02202510435857083,0.3531752397787776,0.21237406276900242,0.08074517183048985,0.029092243432675673,0.018951091550234556
patient_0038,0.09483475692475372,0.10090244264874818,0.31345055813855577,0.12393247942115154,0.06488346971660544,0.2220653224943032,0.052036715586991154,0.027918544794044993,0.2309225864666033,0.14006390706330002
patient_0039,0.021438348055318808,0.20442745743369245,0.08923150083413146,0.07070364073672068,0.2636641569470691,0.5600836572030004,0.030424313130587563,0.11307754963780481,0.04809210926891856,0.00426348976857982
patient_0040,0.14311716241603814,0.032321142457171284,0.11055192011981739,0.2296637301984724,0.04732145620805633,0.09918766414420199,0.1904415765479666,0.0284105340358086,0.10463275105300204,0.09013125223979612
patient_0041,0.009576225661490525,0.04110544194395151,0.4452232195784383,0.040136802005503805,0.2672894374737512,0.26639321873160793,0.01911741729566288,0.031967108013587854,0.058515149101778255,0.028869072295463497
patient_0042,0.020686678034828578,0.27178114121413766,0.0651554604153816,0.03450342090544821,0.4929102617764739,0.5055748987300578,0.17462397726308163,0.019883254251525127,0.11814159439381297,0.32597881767641584
patient_0043,0.0878782933708538,0.20075944488788264,0.04658072926014879,0.19292664700910125,0.09328940771076488,0.52747830481455,0.035739475486673736,0.03573594492634483,0.707507588684025,0.10542570575804654
patient_0044,0.15761962280251524,0.00478768407019986,0.14642696681786663,0.041293211905084656,0.10964467148274604,0.15098205386970204,0.033619182947930676,0.03226930778284572,0.09331041698811031,0.09904191448923573
patient_0045,0.33992592591205,0.06884010636412956,0.09761175827837755,0.03057458183470562,0.14569629120140296,0.1815976817819029,0.045620454816178733,0.10439925180330403,0.14320805133753406,0.016627195514639884
patient_0046,0.08499811127036992,0.02523352795500271,0.06342691898739232,0.5215428135084629,0.11223270887781342,0.14055203535663682,0.23740385879517908,0.09684432005212709,0.22888549924436888,0.13701931029718598
patient_0047,0.06305450294216626,0.04713970163484525,0.06053466518083517,0.13469192578351954,0.3244808347018297,0.37850852676410496,0.05513315531184195,0.04091918068918828,0.16615044561510098,0.21811681387662357
patient_0048,0.2826549906067325,0.09078083323342946,0.03206563776555604,0.49559101630052016,0.2532228997945195,0.05821781987782647,0.06541931837847659,0.04856573304212521,0.16124039492311504,0.12396027144056074
patient_0049,0.15193450090873045,0.06988081604181748,0.34105794869584055,0.06395913546772729,0.08522804380315013,0.18074795852911713,0.046214634917456414,0.1945841719419762,0.16081542860909787,0.07611032097519328
patient_0050,0.04790530157058628,0.21159721168947776,0.11031911288976796,0.02593796084549941,0.13351969863944943,0.23308096321590596,0.04793308566010541,0.017793349296823625,0.22447960669550635,0.1966465593800968
patient_0051,0.09711683440806203,0.046954046904010116,0.2592632863011961,0.07271137126652204,0.048957427348769865,0.07759077060051,0.15708472564575793,0.005352634588356013,0.04139166052001525,0.15727571279982583
patient_0052,0.11313489044781115,0.038867732010422124,0.06791259150109245,0.034816564536040484,0.15854335485892163,0.05451329730616419,0.02355766003818327,0.10410370923130649,0.05586878922523755,0.145334191158958
patient_0053,0.07532503378599949,0.05107874499935913,0.03891762227415935,0.1624314565390309,0.04695563829557537,0.06263917488466361,0.5791056544761857,0.0036308702609792447,0.11902033240288135,0.01821967249336283
patient_0054,0.029430200502767755,0.051427204153228906,0.21528669535242212,0.025058385065634035,0.05015968557639538,0.3431416747690551,0.026624940602927097,0.03915291169984692,0.020058775526933036,0.14669627776292704
patient_0055,0.05438238139787236,0.036750824107018465,0.026855992141671513,0.11704051991428038,0.17593460798401742,0.14102461628229518,0.22557692918107453,0.020808511403510466,0.13399406607914746,0.11310506074779586
patient_0056,0.05866040255529264,0.136330505559509,0.15246823624023012,0.048713657493706465,0.146818700962021,0.046911157879446566,0.10628048728741604,0.03291510025910639,0.06822360256861001,0.058396385895635755
patient_0057,0.15590229375247688,0.21137215691248468,0.10787050066969821,0.012938354581835525,0.33537152579445334,0.03319906853169037,0.08370416190917074,0.021723980419723784,0.0435184435953099,0.22972998743769138
patient_0058,0.05006227217069418,0.00809226862858228,0.11178614652671971,0.07621432105272692,0.0850510437955441,0.0395597218771118,0.1404962733551044,0.2033515766711111,0.04212170494797553,0.014836480971916817
patient_0059,0.09186282149399545,0.07654288372464078,0.07670410475702273,0.2672612533703998,0.18750617908249234,0.08005568363184164,0.03025814318046388,0.07314798343107742,0.027649196686936144,0.02047046979023904
patient_0060,0.08483666610310078,0.04421941057767506,0.23885393280523753,0.11127146713498592,0.0011758872780375691,0.2538517054428622,0.05458732108439173,0.05960351515650277,0.06399421462868217,0.03114528784942025
patient_0061,0.2477632955154729,0.1137540357640615,0.19686264228904007,0.020404726184998855,0.1007916827562226,0.15133436135409306,0.312615768685598,0.028330457376410108,0.08852105555367175,0.03790707569085874
patient_0062,0.047620455763259746,0.045584088493149905,0.04051727233062677,0.08229684128911965,0.10111257845525551,0.09535804415910228,0.12427465922025832,0.0371550018452355,0.375574444388014,0.08580468440683588
patient_0063,0.19190394070675074,0.06292234458330505,0.038197415581198796,0.04440483074824769,0.05758435176676017,0.10976683475998852,0.18686236594746886,0.09008024643051074,0.06466937715156977,0.02387112480659139
patient_0064,0.05063740559748755,0.14289274243931913,0.06455223386789284,0.4081856133997784,0.2643543088388502,0.5162345444683353,0.10650311343088964,0.04201883620397027,0.18794214681968693,0.0167216642699132
patient_0065,0.05847176016263537,0.08749518200058529,0.06618869160804028,0.015547480430943285,0.03131696697587188,0.09788384819981759,0.7113512267937784,0.02543731935375359,0.5001394518461773,0.11815575340163348
patient_0066,0.15288368054992318,0.06719357084171229,0.026414778358799695,0.03584665460589636,0.12740068943509547,0.16771115427813277,0.11396080654049856,0.11043235373296964,0.06477823631538186,0.029999177078429945
patient_0067,0.0774477870521493,0.07473929905239143,0.07280625730158682,0.12452255582875277,0.09458847036796994,0.10573398388186585,0.33849332103750174,0.06508809845371755,0.052173488754751904,0.0645640198726194
patient_0068,0.08131668987547447,0.016419907969280268,0.05325923093544349,0.09394060998783918,0.06842292761754329,0.04617714002785685,0.5547578342944125,0.006899522774083757,0.011451847737926565,0.2005028971553188
patient_0069,0.035445941194229676,0.0676937930531851,0.04017576338476987,0.23728130334644626,0.0388980442771417,0.0478241493368841,0.15852008223052008,0.06581519481181344,0.0512890830696809,0.19295066501233582
patient_0070,0.03762450163534837,0.0943345723717938,0.20194973771091604,0.21223443220081667,0.055087401451145164,0.03875965143213169,0.09002827176949393,0.04884230393579826,0.20751627239088982,0.1317324077101956
patient_0071,0.09471548737103937,0.04838095503981024,0.06513319691536444,0.06556758137520724,0.11252511677054489,0.06941748235020495,0.06091585259126748,0.03769310522731073,0.07819653149682913,0.22439997289461347
patient_0072,0.22055108743216628,0.14792304977498608,0.02016600400142336,0.03001275231135022,0.45147318610746845,0.18701121878126425,0.32878957217548976,0.15911765178516418,0.8920437745606591,0.34988634427545295
patient_0073,0.021766916776409642,0.13401765503392563,0.09602416320035412,0.08004973158098588,0.04226365857107272,0.24602101310498783,0.1176564407975084,0.019603097393979693,0.5618324323210265,0.023938073485753178
patient_0074,0.09777816838327877,0.08994093129525625,0.09688308932528517,0.020233353982919186,0.05571145104618468,0.09975607662022894,0.3188466447703632,0.033460752957726554,0.13285165071526353,0.10920448171434977
patient_0075,0.023879712756629833,0.31058199204785664,0.38123864604162827,0.18446929545234106,0.05529636361473229,0.2602828046652076,0.03822308072587191,0.010527783911426867,0.05089927558403898,0.29459300073564726
patient_0076,0.1011685015554488,0.32938329824515533,0.24348031519814634,0.0807214174433829,0.1732586841725778,0.5705088211296637,0.053600027566029294,0.06130180412778689,0.341019314658771,0.16975022078768798
patient_0077,0.22058084660523172,0.024334153388858772,0.07486851822657853,0.05514376870288228,0.06531369797322786,0.20323715215262683,0.03287865240735321,0.15525811853266888,0.2636281564011803,0.05126853980840429
patient_0078,0.08466287243116259,0.02587145443568856,0.009196329846379702,0.11953946772975882,0.13604504378491442,0.18588418577049254,0.06628171065152741,0.1500149022485753,0.06913387938754077,0.09729449885568876
patient_0079,0.033466892669450056,0.11378718893953303,0.15305542033072325,0.21884441385613507,0.023625027290153505,0.17767591912351935,0.0674204378946672,0.010786508134167691,0.459803061478866,0.024247072263387827
patient_0080,0.25234151407138433,0.039569356713406015,0.17205337180658278,0.28211328375024747,0.03372185505386925,0.07369208988859532,0.04799099620664451,0.014019442426178943,0.4670682418799646,0.07273405846051005
patient_0081,0.09465192602804277,0.07145650337767954,0.20841462376198952,0.1299683936640417,0.06397328484637096,0.11274690343449353,0.05255688098999312,0.06378050463481066,0.07594597982295546,0.07113059175353555
patient_0082,0.06415851379030102,0.007576874036607031,0.0,0.19083765637860486,0.07914514735950093,0.18725781680701312,0.031327814217097676,0.012606428301667912,0.1393057046219432,0.1752440980763448
patient_0083,0.03259594099943928,0.04384821650082693,0.33713121876799124,0.1631062370134994,0.16288139225043338,0.1872705128671518,0.2894504381456215,0.016793091618791355,0.05734560467492804,0.014246078167896144
patient_0084,0.10024512868271045,0.007980283254743696,0.0016260673533201563,0.11046991063905741,0.7475748473786322,0.05844152662846079,0.026223854403919354,0.06867596902370787,0.01647187897740206,0.015964324151597327
patient_0085,0.28567338327670044,0.012375111910056212,0.04429252305730952,0.055904551398224624,0.04358910935447725,0.08076310433741533,0.10144081382139652,0.029513261212217014,0.004424820240136216,0.021643881775444768
patient_0086,0.0122939432526029,0.042665033413212664,0.5950904466960885,0.35929863754911284,0.2301385701220291,0.17832367052405224,0.3217254979676034,0.016703782169211524,0.2695121290086162,0.23960261577655378
patient_0087,0.031204830916467613,0.02114562355389338,0.12301326773042982,0.012668438123757784,0.07863504034354774,0.15445208531279905,0.044372877395906805,0.5070308584481071,0.02014449234375199,0.005672437453021064
patient_0088,0.1758619400459999,0.026456585396950543,0.021909398563899275,0.2945682189782353,0.03383188266179103,0.08322805990196182,0.05884306163129808,0.1357999949808443,0.06060933818831865,0.03667411796683525
patient_0089,0.059310528307395964,0.07623472006159658,0.06819252255994539,0.3142241196528294,0.3327805654890627,0.032425873847590686,0.08878046568653106,0.05748142884726994,0.09732826495727298,0.08622370548304849
patient_0090,0.10326408729079123,0.0459300070946755,0.059118199337253693,0.0718010260511783,0.047804064198184885,0.13977036936476228,0.03338572777677105,0.03164581340509322,0.03284421669060604,0.18051109546888916
patient_0091,0.4587303577956664,0.13878584058059304,0.013643979289069453,0.1888634227196818,0.11342057502416833,0.12583166133046988,0.1041280661712907,0.03552766704554984,0.09287239151930779,0.0008673900259404468
patient_0092,0.02343396930809223,0.06049429978322479,0.05982501387794546,0.07807935353477355,0.22022499078172356,0.2103952868173849,0.259467342516738,0.23546282469962532,0.05131824598519738,0.022314836879713848
patient_0093,0.3729788922422983,0.006467649204189629,0.018025985038133758,0.11064712602364132,0.0337420640587117,0.05106085048578622,0.0901866847879092,0.07042321334386117,0.031256790680858376,0.08819690629577905
patient_0094,0.10035451873192101,0.1422724346342346,0.059048515499240936,0.08710039502415569,0.036385687768625385,0.30720746306669877,0.05058496935452255,0.028539616692615496,0.5334527216170812,0.02504373700294517
patient_0095,0.3973112260964206,0.03620442166154422,0.14372525195797733,0.05781388158550369,0.0744204387017067,0.0835834917784791,0.020079649914126974,0.11277410348830069,0.13259010627176798,0.021089945094236895
patient_0096,0.05417691491042368,0.038690289240212894,0.12122656409356121,0.3463146518559236,0.07206098926442,0.12097772852300445,0.04707560511517062,0.13012505446678205,0.307351436190667,0.05395567584896706
patient_0097,0.1218314040300242,0.07179713936664076,0.05642838958623628,0.15425219821998334,0.2218514916967304,0.05844118718151434,0.07738223509438863,0.00747852964081161,0.3972747343338197,0.06871049612465428
patient_0098,0.041319748197082645,0.03724518766565063,0.18834424627523633,0.1579770415576161,0.0856533677196468,0.08384598361218262,0.0792792399262226,0.36166881493643954,0.13690038471100538,0.08314814347976038
patient_0099,0.029856715900260254,0.20046469766668773,0.127611994997787,0.08141834337079115,0.19643746785914476,0.05180020762073269,0.0265312141274915,0.03700550150951386,0.2116210636795458,0.021007930178687552
patient_0100,0.13212809973040585,0.046325725062508094,0.24972885567255831,0.2602434338234271,0.033456597118566835,0.12382340897255359,0.2515380280115791,0.03303790985822785,0.03515566255785835,0.024288797494385603
patient_0101,0.03551633383868142,0.15024755214647267,0.08445508599215182,0.279608178993421,0.05270448563966706,0.05261319492542804,0.035135675607955524,0.2013630436604161,0.19883727077321986,0.07441213184947726
patient_0102,0.18350792468882035,0.02177928384781298,0.013648097902604867,0.056440258568281144,0.19134001506537673,0.2202607514505014,0.05941408669917724,0.014337804700635816,0.051020744449912545,0.015063332998496132
patient_0103,0.06043523878144753,0.012284423012837008,0.046906363543366636,0.05688991017623931,0.03318944349879665,0.07517338618158734,0.01656590026412897,0.015030045880000634,0.02108601976672465,0.012838583884797437
patient_0104,0.0779507088957073,0.14353357664989622,0.060642485438535496,0.05720616407388238,0.3436092615216648,0.09888537638517612,0.0641899199835386,0.24376284821305585,0.023348201214817756,0.02904513564544517
patient_0105,0.009601770688346322,0.08217645354555289,0.053776112834653916,0.01218830927218833,0.08018893686485914,0.10915020192719585,0.0698266788270927,0.03757547169871357,0.32045546240543127,0.2108952156817562
patient_0106,0.07492014154678675,0.07450962552471505,0.3311359437840976,0.213425091140724,0.765345465715001,0.1739522251276092,0.17741540929366048,0.125066152830415,0.12075711871531791,0.07487149509242667
patient_0107,0.05004929548647764,0.12444101288691824,0.04419064850598259,0.08680355060151972,0.06806144412970214,0.24844302766043683,0.04366009759514523,0.18612929661611596,0.10964840727133857,0.1506753572245855
patient_0108,0.09063021119497847,0.27907189708946745,0.030962287323173864,0.18055341049747495,0.02653407202153136,0.14986635982915153,0.06178003526551409,0.08998357043965707,0.2878099199137606,0.18364727998683214
patient_0109,0.055505613697707436,0.17284456055552455,0.03192564057320481,0.9289933269959747,0.33414160586049296,0.3268846195735574,0.04799621621833606,0.0681475737043448,0.03760479635080852,0.12949564406687372
patient_0110,0.042887638315803375,0.27877740576435406,0.007973257446071486,0.16705339475205852,0.4642195091503174,0.27895697699879274,0.06997501940859821,0.08625081820761349,0.03903252036476253,0.008732323417566287
patient_0111,0.005429317816331438,0.05639104734861805,0.1826978564690136,0.11071252773062454,0.07164123977998638,0.04996786138795302,0.32873457822382157,0.10386995613289446,0.10216632149114906,0.06252297197026897
patient_0112,0.0405268810655592,0.1854376373736822,0.36193725220092,0.08354792212255346,0.09200010074797224,0.541857014182414,0.028232289007402114,0.034687754859966016,0.026266331145899057,0.018244115400893324
patient_0113,0.07932324218675722,0.08394437933183331,0.01078397945969799,0.09199695447600463,0.20042652442679873,0.24270167292861636,0.751477900265032,0.02260894970840221,0.27950304457206143,0.3080118832978163
patient_0114,0.05818356213196261,0.15483436913624418,0.0331625431299626,0.03862107547645183,0.026961749219307045,0.3617668809468997,0.013124405864862118,0.10383105239599558,0.027054782854317037,0.050434783780325204
patient_0115,0.5755944262068745,0.37555633026951446,0.19267273229015272,0.19540256350271035,0.030887771409980593,0.32895425738862916,0.10403101343778928,0.00935095907947171,0.11850340398289938,0.08659411683855052
patient_0116,0.1309534276901433,0.10994646439088639,0.024634599666490394,0.058701083105734554,0.5092220580830906,0.0519998484663278,0.05952633213234713,0.07843147908926318,0.04957935869791201,0.04277799566459898
patient_0117,0.07411945085148511,0.05772342751330649,0.13207944350005738,0.05841717722975855,0.23209787779035168,0.6149948036769913,0.5186394977837927,0.10297646031577862,0.017949883120895526,0.1513575029458804
patient_0118,0.13108405891957142,0.03645621729090863,0.1542333531400686,0.03147107786014834,0.2702203830723049,0.06991776808222062,0.5091369533558876,0.004343273770154352,0.11289522865063259,0.2557250455073754
patient_0119,0.159430033283913,0.19913483542057406,0.21843958058725796,0.024715571157663915,0.04415762275385867,0.1765024334366823,0.047278994903626824,0.17961478660310037,0.7237717077702648,0.10986895792566889
patient_0120,0.07255327484530431,0.022310145402917158,0.057201861647944025,0.018202442300331183,0.017796494293283387,0.06507316245761853,0.07028643059987738,0.0445634107996913,0.024623433748637912,0.6650469005969321
patient_0121,0.42124259878658527,0.09214194548360422,0.042802295300517434,0.04568043573772608,0.07129631537046657,0.3106455832091659,0.041007678957297955,0.055877515019193906,0.09737405605339401,0.05752805424479504
patient_0122,0.03462634476872889,0.011254333163144864,0.09716920098744716,0.3290181352698942,0.05552003954061042,0.3409619799054944,0.06679682503594075,0.019471004717155332,0.027825223048259507,0.30439260440457183
patient_0123,0.14733646168556108,0.0857609422598819,0.2561001500389263,0.1135054900366749,0.6437806772515561,0.1021112508462222,0.04405682924580847,0.06338231139547879,0.11009832915834666,1.0
patient_0124,0.09960155917732981,0.11213547350543139,0.2030729077550149,0.04147694638956385,0.035143318804091925,0.4154465435379383,0.09000807694156254,0.011056228856259044,0.08058127427820917,0.14432167934316478
patient_0125,0.040654256754709656,0.010380854112205708,0.056376362834645116,0.03672396755319355,0.07857991863075384,0.10222234421796313,0.06633418408635125,0.17722260172961368,0.037271668486100556,0.018228690400829736
patient_0126,0.08721442490828335,0.01665990234779559,0.19401213147896745,0.07294563110653003,0.07412330351647378,0.18975597280053705,0.030898226500798258,0.7700908618855543,0.057332060401365334,0.07990644997572864
patient_0127,0.016094426560829468,0.18890275108531163,0.06633796496332137,0.043281572479478524,0.11649402441720044,0.7317955172338432,0.10883337981977279,0.13439420718964115,0.07005863148090226,0.021979834903790893
patient_0128,0.24298715699518444,0.017829184913503212,0.11245684490301654,0.09498901524817202,0.12143428378838064,0.15972987009251036,0.1341111348382052,0.10897485794091163,0.028517376381684747,0.07482326464499721
patient_0129,0.05665943213673203,0.22706664111752384,0.5253120247921718,0.07528252586058644,0.07625993416159557,0.040059080493529076,0.13188060288663261,0.03820583349761205,0.09951055222748584,0.09010426129210708
patient_0130,0.07684747536286034,0.02725102673433098,0.012829107743276443,0.024097974201890304,0.04490005890853315,0.5647483290916024,0.1518189826342836,0.3131049930341177,0.2631283072075841,0.030407740501484835
patient_0131,0.005542351342533851,0.08273240490680675,0.0660700403868666,0.12533125767676395,0.05161864306573786,0.13376234265207793,0.07757034870893736,0.024989959126026785,0.036865919754239904,0.12979547225928492
patient_0132,0.24351453962346362,0.032292876026945264,0.18551943182449104,0.0243151239594801,0.04285664918799078,0.2166399715049194,0.029111202666308303,0.14048967093395107,0.10517140759737532,0.014550178424343203
patient_0133,0.2444427134997301,0.15854158759060305,0.1681351106563062,0.11530435507013745,0.014462718641633412,0.08990539040599084,0.2562550828112667,0.02401142344379678,0.12162449430499822,0.3756119726645145
patient_0134,0.1020287375023384,0.1708878022456461,0.32046747637696676,0.04505184098014316,0.13338084468689063,0.0969771433892873,0.0020061226198039087,0.009144026905756837,0.07276651297201081,0.14737257344428584
patient_0135,0.11549636447107785,0.12956302939113312,0.3992586553890935,0.061499426224723173,0.2675612522619229,0.9922218062025912,0.26801581888969384,0.020088454745957416,0.033862307826382956,0.06081266848535158
patient_0136,0.2787776748359382,0.04601138750447015,0.10921729022998468,0.06246696755779394,0.24481630366588247,0.15318245664577676,0.2595997478237406,0.02461768537386229,0.0,0.13734243670954707
patient_0137,0.05369353211170034,0.038530469025398695,0.26082509901792295,0.2823478924307044,0.2627841556523127,0.5100684966562593,0.10530423228255548,0.08194869891119877,0.07292986619600006,0.08272760755541841
patient_0138,0.1827940874713209,0.0242037069535139,0.037149557551965695,0.13286505813834643,0.07696072489653563,0.12966162577750132,0.019731793373960492,0.03854038344847477,0.0201443995856247,0.39968174076578195
patient_0139,0.24879970883404026,0.06999276639429473,0.07303165688785475,0.0731897188554057,0.10040027703778304,0.6498398997777846,0.20784378478684604,0.029083822148628362,0.16883398807257707,0.09434529146409976
patient_0140,0.18918736322715315,0.3175695543955549,0.15030754100744384,0.22774166155175998,0.023129666647762115,0.26911175697929623,0.12019741399415276,0.03446677920639095,0.2130856075469523,0.1237221945250003
patient_0141,0.1824514758915319,0.01285400308162802,0.1487094362056297,0.11454916237362421,0.0855031977500113,0.08702720893394537,0.1255057307057442,0.07241255188320223,0.09976757439371992,0.1632874766619069
patient_0142,0.08750348496879029,0.1711363387650636,0.040942758968272985,0.12880821504496504,0.10686044574751602,0.058240549302119596,0.04146808819422624,0.1909365819272741,0.059116240556875616,0.09785508182554295
patient_0143,0.10544986323813199,0.026036744123834697,0.030368517080493086,0.06861579932139683,0.14168157801918688,0.34655530272291235,0.02954967797270166,0.019702159100467284,0.0573481069077762,0.08364172534975843
patient_0144,0.06065776860816515,0.02795761222633526,0.4854525699149852,0.039922291343322244,0.06505536204074538,0.23053207286383698,0.052234777196689876,0.025447012583216695,0.016236507197666884,0.12693695994698423
